,index,Source,Info Category,Project name,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning,Project Status,Project phase,Announced capacity (low) (Mt CO2/yr),Announced capacity (high) (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub
247,23,IEA,Energy Project,Altera Stella Maris CCS Project,Norway,"Altera, Hoegh LNG, Sevan SSP (FEED)",T&S,2020.0,,,,Planned,,10.0,10.0,CO2 T&S,Dedicated storage,Altera Stella Maris CCS/ Havstjerne 
248,127,IEA,Energy Project,Climeworks Norsk e fuel phase 2,Norway,"Sunfire GmbH, Climeworks AG, Paul Wurth SA (SMS group), Valinor (Norsk Vind)",CCU,2020.0,,2026.0,,Planned,2.0,0.03,0.03,Direct Air Capture,Use,
249,512,IEA,Energy Project,Sleipner,Norway,"Equinor, Eni",Full chain,1991.0,,1996.0,,Operational,,1.0,1.0,Natural gas processing,Dedicated storage,
250,128,IEA,Energy Project,Climeworks Norsk e fuel phase 3,Norway,"Sunfire GmbH, Climeworks AG, Paul Wurth SA (SMS group), Valinor (Norsk Vind)",CCU,2020.0,,2029.0,,Planned,3.0,0.17,0.17,Direct Air Capture,Use,
251,386,IEA,Energy Project,Norcem Brevik,Norway,"Norcem, Aker CC (tech)",Capture,2016.0,2020.0,2024.0,,Under construction,,0.4,0.4,Cement,Dedicated storage,Northern Lights
252,206,IEA,Energy Project,Equinor Smeaheia storage,Norway,Equinord,T&S,2022.0,,,,Planned,,20.0,20.0,CO2 T&S,Dedicated storage,Wilhelmshaven/Smeahia
253,207,IEA,Energy Project,Errai storage project,Norway,"Horisont Energi, Neptune Energy",Storage,2021.0,2024.0,2026.0,,Planned,,4.0,8.0,CO2 storage,Dedicated storage,Errai storage project/Nautilus
254,387,IEA,Energy Project,Norske Skog Saugbrugs (Borg CO2),Norway,"Borg Havn, Norske Skog Saugbrugs",Capture,2019.0,,,,Planned,,0.27,0.27,Other industry,Dedicated storage,Northern Lights
255,221,IEA,Energy Project,Frevar KF / Kvitebjorn BIO-EL (Borg CO2),Norway,"Borg Havn, Kvitebjørn Bio-El and FREVAR",Capture,2019.0,,,,Planned,,0.135,0.135,Power and heat,Dedicated storage,Northern Lights
256,291,IEA,Energy Project,HyDEMO (shelved??),Norway,Equinor,Capture,2020.0,2025.0,,,Planned,,0.15,0.15,Hydrogen/ammonia,Dedicated storage,
257,513,IEA,Energy Project,Snohvit CO2 capture and storage,Norway,"Equinor, Petoro, TotalEnergies, Neptune, Wintershall",Full chain,2002.0,2002.0,2008.0,,Operational,,0.7,0.7,Natural gas processing,Dedicated storage,
258,211,IEA,Energy Project,EU2NSEA,"Norway (storage), Belgium, Denmark, France, Germany, Latvia, the Netherlands, Poland, Sweden / Switzerland",Equinor and partners (incl. Heidelberg Materials),T&S,2022.0,,2029.0,,Planned,,20.0,20.0,CO2 T&S,Dedicated storage,EU2NSEA
259,459,IEA,Energy Project,Project Hajar,Oman,"Mission Zero, 44.01",CCU,2022.0,,2024.0,,Planned,,0.001,0.001,Direct Air Capture,Use,
260,403,IEA,Energy Project,Omifco ammonia capture,Oman,"OQ group, Omifco",Capture,2023.0,,,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
261,415,IEA,Energy Project,Papua LNG CCS,Papua New Guinea,Total Energies,Full chain,2018.0,2023.0,2027.0,,Planned,,1.0,1.0,Natural gas processing,Dedicated storage,
262,569,IEA,Energy Project,Yangchang integrated CCUS Yulin Coal Chemical,People's Republic of China,Yanchang Petroleum,Full chain,2015.0,,2023.0,,Planned,,0.3,0.3,Other fuel transformation,EOR,
263,287,IEA,Energy Project,Huaneng Zhengning coal power plant,People's Republic of China,China Huaneng,CCU,2021.0,2022.0,2023.0,,Under construction,,1.5,1.5,Power and heat,Use,
264,316,IEA,Energy Project,Jiling Petrochemical CCUS (Nanjing refinery),People's Republic of China,Sinopec,Full chain,2021.0,2022.0,2023.0,,Operational,,0.1,0.1,Other fuel transformation,EOR,Jiangsu oilfield
265,315,IEA,Energy Project,Jiangsu Sailboat Green Methanol plant Shengong petrochemical,People's Republic of China," Jiangsu Sailboat Petrochemicals, Carbon Recycling International",CCU,2021.0,,,,Planned,,0.15,0.16,Other industry,Use,
266,321,IEA,Energy Project,Karamay Xinjiang Dunhua methanol plant,People's Republic of China,Dunhua Oil Company,Full chain,,,2015.0,,Operational,,0.1,0.1,Other industry,EOR,
267,378,IEA,Energy Project,Nanhai petrochemical plant-Capture for Daya bay CCS,People's Republic of China,Shell,Capture,2022.0,,,,Planned,,,,Other industry,Dedicated storage,Daya bay CCS Hub
268,134,IEA,Energy Project,CNPC China Northwest (Xinjiang) hub refinery hydrogen,People's Republic of China,"CNPC, OGCI",Capture,2019.0,2023.0,2025.0,,Planned,,1.5,1.5,Other fuel transformation,EOR,CNPC China Northwest hub
269,119,IEA,Energy Project,China Energy Jinjie Power,People's Republic of China,China Energy,Full chain,2018.0,2019.0,2021.0,,Operational,,0.15,0.15,Power and heat,EOR,
270,133,IEA,Energy Project,CNPC China Northwest (Xinjiang) hub phase 2,People's Republic of China,"CNPC, OGCI",T&S,2019.0,,2030.0,,Planned,2.0,1.5,1.5,CO2 T&S,EOR,CNPC China Northwest (Xinjiang) hub
271,255,IEA,Energy Project,Guanghui Energy CCUS integation project Phase 1,People's Republic of China,"Guanghui Energy CO., Ltd",Full chain,2022.0,2022.0,,,Under construction,,0.1,0.1,Other fuel transformation,EOR,
272,509,IEA,Energy Project,Sinopec Shengli Power Plant CCS,People's Republic of China,Sinopec,Full chain,2011.0,,2030.0,,Planned,,1.0,2.0,Power and heat,EOR,Shengli oilfield
273,253,IEA,Energy Project,GreenGen Tianjin Huaneng IGCC Project Phase III,People's Republic of China,Huaneng,Full chain,2011.0,,2030.0,,Planned,1.0,2.0,2.0,Power and heat,Unknown/unspecified,
274,132,IEA,Energy Project,CNPC China Northwest (Xinjiang) hub phase 1,People's Republic of China,"CNPC, OGCI",T&S,2019.0,2023.0,2025.0,,Planned,1.0,1.5,1.5,CO2 T&S,EOR,CNPC China Northwest (Xinjiang) hub
275,131,IEA,Energy Project,CNOOC Enping offshore CCS,People's Republic of China,CNOOC,Full chain,2021.0,2021.0,2023.0,,Under construction,,0.3,0.3,Natural gas processing,Unknown/unspecified,
276,508,IEA,Energy Project,Sinopec Qilu Petrochemical Shengli,People's Republic of China,"Sinopec, Qilu Petrochemical",Full chain,2012.0,2021.0,2022.0,,Operational,,0.7,1.0,Other industry,EOR,Shengli oilfield
277,507,IEA,Energy Project,Sinopec Nanjing Chemical Industries CCUS Cooperation Project,People's Republic of China,Sinopec,Full chain,2015.0,,2021.0,,Operational,,0.2,0.2,Other industry,EOR,Jiangsu oilfield
278,117,IEA,Energy Project,Changling Gas plant /Jilin Oil Field CO2-EOR Full-scale (Jilin),People's Republic of China,"PetroChina, CNPC",Full chain,2006.0,2015.0,2018.0,,Operational,,0.43,0.6,Natural gas processing,EOR,
279,158,IEA,Energy Project,CRP Haifeng Project,People's Republic of China,China Resources Power,Capture,2013.0,,2030.0,,Planned,1.0,1.0,1.0,Power and heat,Unknown/unspecified,
280,170,IEA,Energy Project,Daya Bay CCS Hub,People's Republic of China,"Shell, ExxonMobil, CNOOC, and Guangdong Provincial Development & Reform Commission (JSA)",T&S,2022.0,,,,Planned,,10.0,10.0,CO2 T&S,Dedicated storage,Daya Bay CCS Hub
281,120,IEA,Energy Project,China Energy Taizhou power,People's Republic of China,China Energy,Capture,2021.0,2021.0,2023.0,,Under construction,,0.5,0.5,Power and heat,Mixed,
282,238,IEA,Energy Project,Go4ECOPlant Lafarge Polska Kujawy plant,Poland,"Lafarge Cement Polska (Holcim Group), Air Liquide",Capture,2022.0,,2027.0,,Planned,,,,Cement,Dedicated storage,Poland EU CCS Interconnector
283,190,IEA,Energy Project,ECO2CEE (previously Poland EU CCS Interconnector) phase 1,"Poland, Lithuania, Latvia","Air Liquide Polska, PKN Orlen, Lafarge Cement, Orlen Lietuva",Transport,2021.0,,2028.0,,Planned,1.0,2.5,2.5,CO2 transport,,ECO2CEE
284,191,IEA,Energy Project,ECO2CEE (previously Poland EU CCS Interconnector) phase 2,"Poland, Lithuania, Latvia","Air Liquide Polska, PKN Orlen, Lafarge Cement, Orlen Lietuva",Transport,2021.0,,2031.0,,Planned,2.0,6.5,6.5,CO2 transport,,ECO2CEE
285,192,IEA,Energy Project,ECO2CEE (previously Poland EU CCS Interconnector) phase 3,"Poland, Lithuania, Latvia","Air Liquide Polska, PKN Orlen, Lafarge Cement, Orlen Lietuva",Transport,2021.0,,2033.0,,Planned,3.0,0.3,0.3,CO2 transport,,ECO2CEE
286,344,IEA,Energy Project,LIPOR Maia Energy Recovery Plant PtL facility,Portugal,"LIPOR (Intermunicipal Waste Management of Greater Porto), P2X Europe and Veolia",CCU,2022.0,,,,Planned,,0.1,0.1,Power and heat,Use,
287,475,IEA,Energy Project,Qatar North Field East Project CCS,Qatar,Qatar Petroleum,Full chain,2018.0,2021.0,2025.0,,Under construction,,2.9,2.9,Natural gas processing,Dedicated storage,
288,474,IEA,Energy Project,Qatar LNG,Qatar,"Qatar Petroleum, ExxonMobil",Full chain,2019.0,,2019.0,,Operational,,2.1,2.1,Natural gas processing,Dedicated storage,
289,390,IEA,Energy Project,North East Alliance blue ammonia Yakutia Phase 2,Russian Federation,"North East Alliance, Gas production companies in Western Yakutia
",Full chain,2021.0,,2030.0,,Planned,2.0,,,Hydrogen/ammonia,EOR,
290,568,IEA,Energy Project,Yamal LNG,Russian Federation,Novatek,Full chain,,2023.0,,,Planned,,,,Natural gas processing,Unknown/unspecified,
291,389,IEA,Energy Project,North East Alliance blue ammonia Yakutia Phase 1,Russian Federation,"North East Alliance, Gas production companies in Western Yakutia
",Full chain,2021.0,,2026.0,,Planned,1.0,,,Hydrogen/ammonia,EOR,
292,520,IEA,Energy Project,Suek Blue Ammonia Borodinsky,Russian Federation,"Agency for Economic Development of the Leningrad Region, Suek",Full chain,2021.0,,2027.0,,Planned,,,,Hydrogen/ammonia,EOR,
293,153,IEA,Energy Project,Corporation Energy Blue Ammonia/hydrogen Seyakha,Russian Federation,"Corporation Energy, Toyo Engineering Corporation, Itochu Plantech Inc, Others",Full chain,2021.0,,2026.0,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
294,152,IEA,Energy Project,Corporation Energy Blue Ammonia/hydrogen Baidaratskaya Bay,Russian Federation,"Corporation Energy, Toyo Engineering Corporation, Itochu Plantech Inc, Others",Full chain,2021.0,,2025.0,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
295,397,IEA,Energy Project,Novatek Obskiy Gas Chemical Complex Blue ammonia,Russian Federation,Novatek,Full chain,2021.0,,2027.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
296,318,IEA,Energy Project,Jubail CCS Hub agreement,Saudi Arabia,"Saudi Aramco, SLB, Linde",T&S,2022.0,,2027.0,,Planned,,9.0,9.0,CO2 T&S,Dedicated storage,Jubail CCS hub
297,544,IEA,Energy Project,Uthmaniyah CO2-EOR demonstration,Saudi Arabia,Saudi Aramco,Full chain,2013.0,2013.0,2015.0,,Operational,,0.8,0.8,Natural gas processing,Use and EOR,
298,118,IEA,Energy Project,Chevron Mitsui CO2 shipping SGP-AUS,Singapore,"Chevron, Mitsui",Transport,2022.0,,,,Planned,,2.5,2.5,CO2 transport,,Chevron Mitsui CO2 shipping SGP-AUS
299,121,IEA,Energy Project,CinfraCap (Carbon Infrastructure Capture) - Port of Gothenburg,Sweden,"Nordion Energi, Göteborg Energi, Renova, Gothenburg Port Authority, Preem, and St1.",Transport,2020.0,,,,Planned,,1.5,1.5,CO2 transport,,CinfraCap
300,106,IEA,Energy Project,Cementa Slite plant,Sweden,"Heidelberg Materials, Cementa",Capture,2021.0,,2030.0,,Planned,,1.8,1.8,Cement,Dedicated storage,
301,54,IEA,Energy Project,Biorecro Igelsta plant,Sweden,"Biorecro, Soderenergi",Capture,2020.0,,,,Planned,,0.65,0.65,Power and heat,Dedicated storage,
302,546,IEA,Energy Project,Växjö Energi CHP CCS Sandviksverket,Sweden,Växjö Energi ,Capture,2021.0,,2027.0,,Planned,,0.18,0.18,Power and heat,Dedicated storage,
303,298,IEA,Energy Project,Hyskies Vattenfall CHP Lanzatech,Sweden,"Vattenfall, SAS, Shell, Lanzatech",CCU,2021.0,,2027.0,,Planned,,,,Power and heat,Use,
304,518,IEA,Energy Project,Stockholm Exergi Värtan CHP CCS (BECCS@STHLM),Sweden,"Stockolm Exergi, CO2 Capsol",Capture,2021.0,,2026.0,,Planned,,0.7,0.7,Power and heat,Dedicated storage,
305,446,IEA,Energy Project,Project Air,Sweden,"Perstorp Oxo AB (capture and methanol), FORTUM SVERIGE AB (hydrogen), Sydkraft AB",CCU,2020.0,,2025.0,,Planned,,0.5,0.5,Biofuels,Use,
306,442,IEA,Energy Project,Preem CCS at Lysekil refinery,Sweden,"Preem, Aker solutions, Equinor",Capture,2018.0,,2025.0,,Planned,,0.6,0.6,Other fuel transformation,Dedicated storage,Northern Lights
307,328,IEA,Energy Project,KVA Linth Waste-to-Energy Bergen,Switzerland,"KVA Linth, Aker Carbon Capture",Capture,2020.0,,2025.0,,Planned,,0.1,0.1,Power and heat,Unknown/unspecified,
308,33,IEA,Energy Project,Arthit offshore gas field CCS,Thailand,"PTTEP, Honeywell (tech and FEED)",Full chain,2022.0,,2026.0,,Planned,,,,Natural gas processing,Dedicated storage,
309,374,IEA,Energy Project,MoU ADNOC ENEOS Mitsui Ruwais Industrial Area (2  phases?),United Arab Emirates,"ADNOC, ENEOS, Mitsui",Capture,2022.0,,,,Planned,,,,Other industry,Unknown/unspecified,
310,227,IEA,Energy Project,Gasha Mega-project gas concession,United Arab Emirates,"ADNOC (55%), Eni (25%), Wintershall Dea (10%), OMV (5%), Lukoil (5%)",Full chain,2021.0,2023.0,2025.0,,Planned,,,,Natural gas processing,Unknown/unspecified,
311,4,IEA,Energy Project,Abu Dhabi CCS Phase 2: Shah gas plant,United Arab Emirates,ADNOC,Full chain,2020.0,,2030.0,,Planned,2.0,2.3,2.3,Natural gas processing,EOR,
312,527,IEA,Energy Project,TA’ZIZ blue ammonia,United Arab Emirates,"ADNOC, TA'ZIZ, Fertiglobe, Mitsui, GS Energy",Full chain,2020.0,2023.0,2025.0,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
313,3,IEA,Energy Project,Abu Dhabi CCS Phase 2: Habshan and Bab gas plant,United Arab Emirates,ADNOC,Full chain,2020.0,,2030.0,,Planned,2.0,1.9,1.9,Natural gas processing,EOR,
314,2,IEA,Energy Project,Abu Dhabi CCS Phase 1: Emirates Steel Industries,United Arab Emirates,"ADNOC, Masdar",Full chain,2007.0,2012.0,2016.0,,Operational,1.0,0.8,0.8,Iron and steel,EOR,
315,482,IEA,Energy Project,Redcar Energy Centre EfW,United Kingdom,Redcar Energy (Low Carbon and PMAC Energy),Capture,2021.0,2023.0,2025.0,,Planned,,0.4,0.4,Power and heat,Dedicated storage,Northern Endurance Partnership
316,493,IEA,Energy Project,Runcorn CCS project,United Kingdom,"Viridor, Aker CC (tech)",Capture,2021.0,2023.0,2026.0,,Planned,,0.95,0.95,Power and heat,Dedicated storage,Liverpool Bay CO2 storage
317,393,IEA,Energy Project,Northern Endurance Partnership,United Kingdom,"BP, National Grid, Equinor, Shell and Total (partners), Worley (technical advisors)",T&S,2020.0,,,,Planned,,4.0,4.0,CO2 T&S,Dedicated storage,Northern Endurance Partnership
318,553,IEA,Energy Project,Viking CCS Phase 2,United Kingdom,Harbour Energy,T&S,2020.0,,2030.0,,Planned,2.0,6.4,6.4,CO2 T&S,Dedicated storage,Viking CCS
319,391,IEA,Energy Project,Northeast Scotland DAC,United Kingdom,"Storegga, Carbon Engineering. This project is led by Storegga, through its wholly owned subsidiary Pale Blue Dot Energy, with technology partner Carbon Engineering (CE), engineering partner Petrofac Facilities Management, and support from the Universities of Cambridge and Edinburgh.",Capture,2021.0,,2026.0,,Planned,,0.5,1.0,Direct Air Capture,Dedicated storage,Acorn CCS
320,419,IEA,Energy Project,Pembroke Net Zero Centre (PNZC),United Kingdom,RWE,Capture,2022.0,2023.0,2040.0,,Planned,,,,Power and heat,Dedicated storage,
321,495,IEA,Energy Project,RWE CCGT Staythorpe (+ another new build?),United Kingdom,RWE,Capture,2022.0,,,,Planned,,,,Power and heat,Dedicated storage,Viking CCS
322,420,IEA,Energy Project,Peterhead Carbon Capture Power Station,United Kingdom,"SSE Thermal, Equinor",Capture,2021.0,2023.0,2030.0,,Planned,,1.5,1.5,Power and heat,Dedicated storage,Acorn CCS
323,424,IEA,Energy Project,Phillips 66 Humber refinery,United Kingdom,"Phillips 66, Babcock & Wilcox (FEED)",Capture,2021.0,,2028.0,,Planned,,4.0,4.0,Other fuel transformation,Dedicated storage,Viking CCS
324,359,IEA,Energy Project,Medway CCGT power station,United Kingdom,Oilex,Capture,2022.0,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS
325,360,IEA,Energy Project,Medway CCS Hub,United Kingdom,Oilex,T&S,2022.0,,,,Planned,,,,CO2 storage,Dedicated storage,Medway Hub CCS
326,383,IEA,Energy Project,Net Zero Teesside Power,United Kingdom,"BP, Equinor, Technip Energies (FEED), GE Gas Power (FEED)",Capture,2018.0,2023.0,2026.0,,Planned,,2.0,2.0,Power and heat,Dedicated storage,Northern Endurance Partnership
327,531,IEA,Energy Project,Tees Valley Energy Recovery Facility (TVERF),United Kingdom,Hartlepool Borough Council (leading partnership with 6 other councils),Capture,2022.0,,2026.0,,Planned,,,,Power and heat,Dedicated storage,Northern Endurance Partnership
328,517,IEA,Energy Project,Spirit Energy CCUS hub,United Kingdom,Spirit Energy (Centrica and Stadtwerke Mucnchen GmbH joint venture),T&S,2023.0,,,,Planned,,,,CO2 T&S,Storage,Spirit Energy CCUS hub
329,440,IEA,Energy Project,Prax Lindsey Oil Refinery Phase 1,United Kingdom,Prax,Capture,2021.0,,2027.0,,Planned,1.0,0.55,0.55,Other fuel transformation,Dedicated storage,Viking CCS
330,441,IEA,Energy Project,Prax Lindsey Oil Refinery Phase 2,United Kingdom,Prax,Capture,2021.0,,2029.0,,Planned,2.0,0.55,0.55,Other fuel transformation,Dedicated storage,Viking CCS
331,521,IEA,Energy Project,Suez Tees Valley / Haverton Hill Waste to Energy CCS,United Kingdom,Suez,Capture,2020.0,2025.0,2027.0,,Planned,,0.24,0.24,Power and heat,Dedicated storage,Northern Endurance Partnership
332,556,IEA,Energy Project,VPI Immingham CHP plant CCS,United Kingdom,Vitol VPI Immingham,Capture,2019.0,,2027.0,,Planned,,3.0,3.0,Power and heat,Dedicated storage,Viking CCS
333,470,IEA,Energy Project,Protos CO2 network phase 2,United Kingdom,"Peel NRE, Progressive Energy",Transport,2022.0,,,,Planned,2.0,0.4,0.4,CO2 transport,,Liverpool Bay CO2 storage
334,469,IEA,Energy Project,Protos CO2 network phase 1,United Kingdom,"Peel NRE, Progressive Energy",Transport,2022.0,,,,Planned,1.0,0.8,0.8,CO2 transport,,Liverpool Bay CO2 storage
335,561,IEA,Energy Project,Whitetail Clean Energy,United Kingdom,"8Rivers, Sembcorp Energy UK",Capture,2021.0,2023.0,2025.0,,Planned,,0.8,0.8,Power and heat,Dedicated storage,Northern Endurance Partnership
336,505,IEA,Energy Project,Shell Uniper Humber Hub Blue North Killingholme,United Kingdom,"Shell, Uniper",Capture,2022.0,2024.0,2027.0,,Planned,,1.6,1.6,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
337,453,IEA,Energy Project,Project Cavendish Phase 1,United Kingdom,"Arup, VPI, National Grid Ventures, Shell, SSE Thermal, Uniper, Acorn
",Capture,2021.0,2023.0,2026.0,,Planned,1.0,1.2,1.2,Hydrogen/ammonia,Dedicated storage,Acorn CCS
338,552,IEA,Energy Project,Viking CCS Phase 1,United Kingdom,"Harbour Energg, kent (engineering provider) ",T&S,2020.0,2024.0,2027.0,,Planned,1.0,3.6,3.6,CO2 T&S,Dedicated storage,Viking CCS
339,454,IEA,Energy Project,Project Cavendish Phase 2,United Kingdom,"Arup, VPI, National Grid Ventures, Shell, SSE Thermal, Uniper, Acorn
",Capture,2021.0,2023.0,2026.0,,Planned,2.0,1.8,1.8,Hydrogen/ammonia,Dedicated storage,Acorn CCS
340,511,IEA,Energy Project,Sizewell C nuclear-powered DAC Full-scale,United Kingdom,"Sizewell C,  Nottingham University, Strata Technology, Atkins and Doosan Babcock",Capture,2022.0,,2030.0,,Planned,1.0,0.05,0.05,Direct Air Capture,Dedicated storage,
341,554,IEA,Energy Project,Viking CCS Phase 3,United Kingdom,Harbour Energy,T&S,2020.0,,2035.0,,Planned,3.0,5.0,5.0,CO2 T&S,Dedicated storage,Viking CCS
342,347,IEA,Energy Project,Liverpool Bay CO2 storage phase 2,United Kingdom,Eni,T&S,2020.0,,2030.0,,Planned,2.0,5.5,5.5,CO2 T&S,Dedicated storage,Liverpool Bay CO2 storage
343,572,IEA,Energy Project,ZerCal250,United Kingdom,"Origin, Singleton Birch",Capture,2021.0,,,,Planned,,,,Other industry,Dedicated storage,Northern Endurance Partnership
344,89,IEA,Energy Project,Carbon Capture at Ince Fertiliser Site,United Kingdom,CF Fertilisers,Capture,2018.0,,,,Planned,,0.4,0.4,Other industry,Dedicated storage,Liverpool Bay CO2 storage
345,305,IEA,Energy Project,INEOS Grangemouth refinery and hydrogen production,United Kingdom,"INEOS, Petroineos",Capture,2021.0,,2030.0,,Planned,,1.0,1.0,Hydrogen/ammonia,Dedicated storage,Acorn CCS
346,302,IEA,Energy Project,Ince Bioenergy Carbon Capture and Storage (InBECCS) phase 2,United Kingdom,"Bioenergy Infrastructure Group (BIG), Peel NRE",Capture,2021.0,,,,Planned,1.0,,,Power and heat,Dedicated storage,Liverpool Bay CO2 storage
347,72,IEA,Energy Project,Buxton Lime Net Zero,United Kingdom,Tarmac,Capture,2022.0,,,,Planned,,,,Other industry,Dedicated storage,
348,79,IEA,Energy Project,Caledonia Clean Energy (previously Captain Clean Energy),United Kingdom,Summit Power,Full chain,2012.0,,2025.0,,Planned,,3.0,3.0,Power and heat,Dedicated storage,
349,296,IEA,Energy Project,Hynet Northwest phase 2,United Kingdom,,Capture,2019.0,,2030.0,,Planned,,8.1,8.1,Hydrogen/ammonia,Dedicated storage,Liverpool Bay CO2 storage
350,295,IEA,Energy Project,HyNet Hydrogen Production Project (HPP) Stanlow (Hynet Nortwest phase 1),United Kingdom,"Vertex Hydrogen (Essar Oil and progressive energy), Johnson Matthey",Capture,2019.0,2023.0,2026.0,,Planned,,0.81,0.81,Hydrogen/ammonia,Dedicated storage,Liverpool Bay CO2 storage
351,294,IEA,Energy Project,Hydrogen to Humber (H2H) Saltend,United Kingdom,"Equinor, SSE Thermal, Linde (FEED), BOC (Operation and maintenance)",Capture,2020.0,2023.0,2027.0,,Planned,,1.4,1.4,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
352,268,IEA,Energy Project,Hanson UK Padeswood Plant CCS,United Kingdom,"Heidelberg Materials, Hanson, Mitsubishi HI (pre-FEED)",Capture,2021.0,2023.0,2028.0,,Planned,,0.8,0.8,Cement,Dedicated storage,Liverpool Bay CO2 storage
353,265,IEA,Energy Project,H2NorthEast (Kellas Midstream Teesside Blue Hydrogen) Phase 2,United Kingdom,Kellas Midestream,Capture,2021.0,,2030.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
354,264,IEA,Energy Project,H2NorthEast (Kellas Midstream Teesside Blue Hydrogen) Phase 1,United Kingdom,Kellas Midestream,Capture,2021.0,2024.0,2027.0,,Planned,,,,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
355,259,IEA,Energy Project,H21 Leeds City Gate - Teesside hydrogen,United Kingdom,Northern Gas Networks,Capture,2014.0,,2035.0,,Planned,,1.5,1.5,Hydrogen/ammonia,Dedicated storage,
356,184,IEA,Energy Project,Drax BECCS Project (Phase 1),United Kingdom,"Drax, Worley (FEED), Mitsubishi HI (tech)",Capture,2019.0,2024.0,2027.0,,Planned,1.0,4.3,4.3,Power and heat,Dedicated storage,Northern Endurance Partnership
357,90,IEA,Energy Project,Carbon capture plant Stanlow (FCC),United Kingdom,"Essar Oil, Kent (pre-FEED)",Capture,2019.0,,,,Planned,,,,Other fuel transformation,Dedicated storage,Liverpool Bay CO2 storage
358,99,IEA,Energy Project,CarbonEngineering Lanzatech Project AtmosFUEL,United Kingdom,"LanzaTech, Carbon Engineering, Virgin Atlantic, British Airways",CCU,2021.0,,2029.0,,Planned,,0.3,0.3,Direct Air Capture,Use,
359,110,IEA,Energy Project,Centrica Equinor hydrogen hub Easington collaboration,United Kingdom,"Centrica, Equinor",Full chain,2022.0,,,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
360,113,IEA,Energy Project,CF Fertilisers Billingham Ammonia CCS,United Kingdom,CF Fertilisers,Capture,2021.0,,,,Planned,,,,Other industry,Dedicated storage,Northern Endurance Partnership
361,241,IEA,Energy Project,Grain CCGT power station,United Kingdom,Oilex,Capture,2022.0,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS
362,225,IEA,Energy Project,Future Biogas plants phase 2,United Kingdom,Future Biogas,Capture,2021.0,,2028.0,,Planned,2.0,0.345,0.345,Biofuels,Dedicated storage,Northern Lights
363,224,IEA,Energy Project,Future Biogas plants phase 1,United Kingdom,Future Biogas,Capture,2021.0,,2024.0,,Planned,1.0,0.2,0.2,Biofuels,Dedicated storage,Northern Lights
364,156,IEA,Energy Project,CORY EfW plant,United Kingdom,Cory,Full chain,2021.0,,2026.0,,Planned,,1.5,1.5,Power and heat,Dedicated storage,
365,216,IEA,Energy Project,ExxonMobil Fawley refinery,United Kingdom,"ExxonMobil (UK affilIate Esso), SGN, Macquarie",Capture,2021.0,,2030.0,,Planned,,2.0,2.0,Other fuel transformation,Dedicated storage,
366,201,IEA,Energy Project,Energy Recovery Facility Edmonton EcoPark,United Kingdom,North London Waste Authority (NLWA),Capture,2020.0,,,,Planned,,,,Power and heat,Dedicated storage,Becton Thames Net Zero Initiative
367,166,IEA,Energy Project,Damhead Creek CCGT power station,United Kingdom,Oilex,Capture,2022.0,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS
368,172,IEA,Energy Project,DelpHYnus hydrogen production Theddlethorpe,United Kingdom,Neptune Energy,Capture,2021.0,,,,Planned,,,,Hydrogen/ammonia,Dedicated storage,Delphynus
369,346,IEA,Energy Project,Liverpool Bay CO2 storage phase 1,United Kingdom,Eni,T&S,2020.0,,2025.0,,Planned,1.0,4.5,4.5,CO2 T&S,Dedicated storage,Liverpool Bay CO2 storage
370,67,IEA,Energy Project,BP H2Teesside Phase 2,United Kingdom,"BP, ADNOC",Capture,2021.0,,2030.0,,Planned,2.0,1.0,1.0,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
371,66,IEA,Energy Project,BP H2Teesside Phase 1,United Kingdom,"BP, ADNOC",Capture,2021.0,,2027.0,,Planned,1.0,1.0,1.0,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
372,185,IEA,Energy Project,Drax BECCS Project (Phase 2),United Kingdom,"Drax, Worley (FEED), Mitsubishi HI (tech)",Capture,2019.0,2024.0,2030.0,,Planned,2.0,3.7,3.7,Power and heat,Dedicated storage,Northern Endurance Partnership
373,322,IEA,Energy Project,Keadby 3 Carbon Capture Power Station,United Kingdom,"SSE Thermal, Equinor, FEED: Aker Solutions, Siemens Energy and Doosan Babcock",Capture,2020.0,,2028.0,,Planned,,1.5,1.5,Power and heat,Dedicated storage,Northern Endurance Partnership
